88,86
88,87
88,88
88,90
89,85
89,86
89,87
89,88
89,89
89,90
89,91
89,92
89,93
90,84
90,85
90,86
90,87
90,89
90,90
90,91
90,92
90,93
90,94
90,95
91,83
91,84
91,85
91,86
91,87
91,88
91,89
91,90
91,91
91,93
91,94
91,95
91,96
91,97
91,98
91,99
92,82
92,83
92,84
92,85
92,86
92,88
92,89
92,90
92,93
92,94
92,95
92,96
92,97
92,98
92,100
92,101
92,102
93,82
93,83
93,84
93,85
93,86
93,87
93,88
93,89
93,90
93,91
93,92
93,93
93,94
93,95
93,96
93,98
93,99
93,101
93,102
93,103
93,104
93,105
94,81
94,83
94,84
94,85
94,86
94,87
94,88
94,90
94,91
94,92
94,93
94,94
94,95
94,97
94,98
94,100
94,101
94,102
94,104
94,105
94,106
95,80
95,81
95,82
95,83
95,84
95,85
95,86
95,88
95,89
95,90
95,91
95,92
95,93
95,94
95,95
95,96
95,97
95,99
95,100
95,101
95,102
95,103
95,104
95,105
96,79
96,80
96,81
96,82
96,83
96,84
96,85
96,86
96,87
96,88
96,89
96,90
96,91
96,92
96,93
96,94
96,95
96,96
96,97
96,98
96,99
96,100
96,101
96,102
96,103
96,104
96,105
96,106
97,78
97,79
97,80
97,81
97,82
97,83
97,84
97,85
97,86
97,87
97,88
97,89
97,90
97,91
97,92
97,93
97,94
97,95
97,96
97,97
97,98
97,99
97,100
97,101
97,102
97,103
97,104
97,105
97,106
98,77
98,78
98,79
98,80
98,81
98,82
98,83
98,84
98,85
98,86
98,87
98,88
98,89
98,90
98,91
98,92
98,93
98,94
98,95
98,96
98,97
98,98
98,99
98,100
98,101
98,102
98,103
98,104
98,105
98,106
99,76
99,77
99,78
99,79
99,80
99,81
99,82
99,83
99,84
99,85
99,86
99,87
99,88
99,89
99,90
99,91
99,92
99,93
99,94
99,95
99,96
99,97
99,98
99,99
99,100
99,101
99,102
99,103
99,104
99,105
99,106
100,75
100,76
100,77
100,78
100,79
100,80
100,81
100,82
100,83
100,84
100,85
100,86
100,87
100,88
100,89
100,90
100,91
100,92
100,93
100,94
100,95
100,96
100,97
100,98
100,99
100,100
100,101
100,102
100,103
100,104
100,105
100,106
101,74
101,75
101,76
101,77
101,78
